route,probe_path,source_file,dynamic,status,http_status,bytes,final_url,title,login_markers,error,notes,authenticated_final_url,authenticated_status,interactive_count,network_failure_count,dark_screenshot,light_screenshot
/jellyfin/collections,/jellyfin/collections,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,no,HTTP_PROBED,200,27325,http://100.124.4.24:3100/jellyfin/collections,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/collections,PASS_RENDER,33,0,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__collections__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__collections__1440x1000__light__default.png
/jellyfin/favorites,/jellyfin/favorites,apps/frontend/src/app/(dashboard)/jellyfin/favorites/page.tsx,no,HTTP_PROBED,200,27314,http://100.124.4.24:3100/jellyfin/favorites,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/favorites,PASS_RENDER,37,0,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__favorites__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__favorites__1440x1000__light__default.png
/jellyfin/movies/[id],/jellyfin/movies/__review_invalid__,apps/frontend/src/app/(dashboard)/jellyfin/movies/[id]/page.tsx,yes,HTTP_PROBED,200,28223,http://100.124.4.24:3100/jellyfin/movies/__review_invalid__,LifeHub,,,Dynamic route probed with invalid placeholder,http://100.124.4.24:3100/jellyfin/movies/__review_invalid__,PASS_INVALID_ID_STATE,33,2,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__movies__id__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__movies__id__1440x1000__light__default.png
/jellyfin/movies,/jellyfin/movies,apps/frontend/src/app/(dashboard)/jellyfin/movies/page.tsx,no,HTTP_PROBED,200,27296,http://100.124.4.24:3100/jellyfin/movies,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/movies,PASS_RENDER,862,0,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__movies__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__movies__1440x1000__light__default.png
/jellyfin/music/album/[id],/jellyfin/music/album/__review_invalid__,apps/frontend/src/app/(dashboard)/jellyfin/music/album/[id]/page.tsx,yes,HTTP_PROBED,200,46123,http://100.124.4.24:3100/jellyfin/music/album/__review_invalid__,LifeHub,,,Dynamic route probed with invalid placeholder,http://100.124.4.24:3100/jellyfin/music/album/__review_invalid__,PARTIAL_INVALID_ID_NO_CLEAR_STATE,82,6,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__album__id__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__album__id__1440x1000__light__default.png
/jellyfin/music/albums,/jellyfin/music/albums,apps/frontend/src/app/(dashboard)/jellyfin/music/albums/page.tsx,no,HTTP_PROBED,200,45527,http://100.124.4.24:3100/jellyfin/music/albums,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/albums,PARTIAL_NETWORK_ERRORS,116,3,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__albums__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__albums__1440x1000__light__default.png
/jellyfin/music/artist/[id],/jellyfin/music/artist/__review_invalid__,apps/frontend/src/app/(dashboard)/jellyfin/music/artist/[id]/page.tsx,yes,HTTP_PROBED,200,46134,http://100.124.4.24:3100/jellyfin/music/artist/__review_invalid__,LifeHub,,,Dynamic route probed with invalid placeholder,http://100.124.4.24:3100/jellyfin/music/artist/__review_invalid__,PARTIAL_INVALID_ID_NO_CLEAR_STATE,637,51,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__artist__id__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__artist__id__1440x1000__light__default.png
/jellyfin/music/artists,/jellyfin/music/artists,apps/frontend/src/app/(dashboard)/jellyfin/music/artists/page.tsx,no,HTTP_PROBED,200,45540,http://100.124.4.24:3100/jellyfin/music/artists,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/artists,PARTIAL_NETWORK_ERRORS,395,45,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__artists__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__artists__1440x1000__light__default.png
/jellyfin/music/favorites,/jellyfin/music/favorites,apps/frontend/src/app/(dashboard)/jellyfin/music/favorites/page.tsx,no,HTTP_PROBED,200,47100,http://100.124.4.24:3100/jellyfin/music/favorites,LifeHub,,,Unauthenticated SSR/HTTP probe only,http://100.124.4.24:3100/jellyfin/music/favorites,PARTIAL_NETWORK_ERRORS,80,3,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__favorites__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__favorites__1440x1000__light__default.png
/jellyfin/music/genre/[id],/jellyfin/music/genre/__review_invalid__,apps/frontend/src/app/(dashboard)/jellyfin/music/genre/[id]/page.tsx,yes,HTTP_PROBED,200,34848,http://100.124.4.24:3100/jellyfin/music/genre/__review_invalid__,LifeHub,,,Dynamic route probed with invalid placeholder,http://100.124.4.24:3100/jellyfin/music/genre/__review_invalid__,PARTIAL_INVALID_ID_NO_CLEAR_STATE,66,0,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-dark/jellyfin__music__genre__id__1440x1000__dark__default.png,docs/reviews/evidence/2026-08-22-lifehub/screenshots/desktop-light/jellyfin__music__genre__id__1440x1000__light__default.png
